PolicyId,Year,Month,PrevMonth,MeanTimeBetween,TimingProb,TargetMean,Efm,EfmI,EfmD,EstimatedPayout,ActualPayout,PercentError
1413,2016,December,June,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,2016,December,October,2.0,1.0,166.76000000000002,0.03427559115766762,0.0,0.0,161.04,0.0,100.0
1430,2016,December,November,2.0,1.0833333333333333,213.68200000000002,0.14364078633836375,0.0,0.0,198.24,0.0,100.0
1432,2016,December,December,4.5,1.18,793.75,0.17995233116461606,0.0,0.0,768.08,0.0,100.0
1499,2016,December,December,0.0,0.0,1355.14,0.0,0.0,0.0,0.0,1355.14,-100.0
1533,2016,December,August,0.0,0.0,161.48,0.0,0.0,0.0,0.0,0.0,0.0
1601,2016,December,August,3.0,0.0,134.39000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1610,2016,December,August,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,2016,December,December,1.1,1.6111111111111114,55.970909090909096,0.18360421503839972,0.0,0.0,73.62,41.37,77.95503988397392
1642,2016,December,July,2.0,0.2500000000000001,3.8066666666666666,0.0,0.0,0.0,0.95,0.0,100.0
1652,2016,December,September,1.0,0.0,1030.1466666666665,1.0,0.0,0.0,0.0,0.0,0.0
1657,2016,December,October,1.5,0.8333333333333333,56.20428571428572,1.0,0.0,0.0,0.0,0.0,0.0
1660,2016,December,November,1.8,1.0588235294117647,41.64333333333333,0.4929101324067988,0.0,0.0,22.36,0.0,100.0
1676,2016,December,September,0.0,0.0,184.81,0.0,0.0,0.0,0.0,0.0,0.0
1745,2016,December,September,3.5,1.5,98.83999999999999,0.04060361466924022,0.0,0.0,142.24,0.0,100.0
1756,2016,December,December,1.5,1.5000000000000002,222.19142857142856,0.06261898425825473,0.0,0.0,312.42,141.06,121.48022118247555
1785,2016,December,December,4.5,0.0,193.88333333333333,1.0,0.0,0.0,0.0,132.85,-100.0
1787,2016,December,October,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,2016,December,September,2.0,0.75,223.526,1.0,0.0,0.0,0.0,0.0,0.0
1809,2016,December,October,1.5,0.5000000000000001,23.453333333333333,0.0,0.0,0.0,11.73,0.0,100.0
1822,2016,December,November,1.0,0.0,1527.7900000000002,1.0,0.0,0.0,0.0,0.0,0.0
1872,2016,December,December,5.5,0.0,131.15333333333334,0.6693890538820533,0.0,0.0,0.0,78.69,-100.0
1938,2016,December,December,3.6666666666666665,1.0982142857142856,577.7825,0.10268214571657326,0.0,0.0,569.37,0.0,100.0
1967,2016,December,December,0.0,0.0,115.85,0.0,0.0,0.0,0.0,115.85,-100.0
1989,2016,December,June,0.0,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0
1990,2016,December,October,4.5,1.1,42.89333333333334,0.0,0.0,0.0,47.18,0.0,100.0
2006,2016,December,August,2.3333333333333335,0.921875,111.03750000000001,0.0,0.0,0.0,102.36,0.0,100.0
2008,2016,December,November,1.5,1.5,78.36333333333334,0.2800301606635346,0.0,0.0,84.63,0.0,100.0
2063,2016,December,July,0.0,0.0,78.58,0.0,0.0,0.0,0.0,0.0,0.0
2071,2016,December,June,0.0,0.0,346.83,0.0,0.0,0.0,0.0,0.0,0.0
2100,2016,December,December,1.2222222222222223,1.392857142857143,178.595,0.38497025854453365,0.0,0.0,152.99,43.18,254.3075497915702
2149,2016,December,December,11.0,0.0,84.99000000000001,-0.29104616530156363,0.0,0.0,0.0,31.27,-100.0
2202,2016,December,October,4.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0
2223,2016,December,December,2.0,0.0,182.425,0.0,0.0,0.0,0.0,0.0,0.0
2298,2016,December,December,0.0,0.0,5.96,0.0,0.0,0.0,0.0,5.96,-100.0
2328,2016,December,December,2.3333333333333335,0.0,40.1775,1.0,0.0,0.0,0.0,25.29,-100.0
2339,2016,December,December,4.5,0.0,76.88666666666667,0.0,0.0,0.0,0.0,52.95,-100.0
2358,2016,December,September,2.0,0.75,73.305,1.0,0.0,0.0,0.0,0.0,0.0
2371,2016,December,July,3.0,0.0,55.845,0.0,0.0,0.0,0.0,0.0,0.0
2391,2016,December,October,1.0,0.0,109.70000000000002,0.3220182639977862,0.0,0.0,0.0,0.0,0.0
2413,2016,December,November,7.0,0.0,25.96,0.0,0.0,0.0,0.0,0.0,0.0
2450,2016,December,October,1.125,0.5,56.41555555555556,0.579310716789817,0.0,0.0,11.87,0.0,100.0
2495,2016,December,April,3.0,0.0,71.45,1.0,0.0,0.0,0.0,0.0,0.0
2516,2016,December,October,8.0,0.0,293.455,1.0,0.0,0.0,0.0,0.0,0.0
2555,2016,December,August,2.0,0.5000000000000001,21.98,0.0,0.0,0.0,10.99,0.0,100.0
2603,2016,December,August,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,2016,December,May,3.0,0.0,50.91,0.0,0.0,0.0,0.0,0.0,0.0
2665,2016,December,September,1.6666666666666667,0.0,690.15,1.0,0.0,0.0,0.0,0.0,0.0
2715,2016,December,December,1.375,1.3666666666666667,34.025555555555556,0.0,0.0,0.0,46.5,68.63,-32.245373743260956
2747,2016,December,December,1.375,1.1774193548387095,183.59444444444443,0.0,0.0,0.0,216.17,769.24,-71.89823722115335
2795,2016,December,September,0.0,0.0,44.41,0.0,0.0,0.0,0.0,0.0,0.0
2821,2016,December,April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,2016,December,March,0.0,0.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0
2893,2016,December,September,8.0,0.0,119.68,0.0,0.0,0.0,0.0,0.0,0.0
2937,2016,December,September,0.0,0.0,47.89,0.0,0.0,0.0,0.0,0.0,0.0
2988,2016,December,August,0.0,0.0,104.57,0.0,0.0,0.0,0.0,0.0,0.0
3005,2016,December,December,1.2222222222222223,1.392857142857143,68.81,0.4746281714785652,0.0,0.0,50.35,47.14,6.80950360627917
3049,2016,December,December,1.2222222222222223,1.392857142857143,112.907,0.22362135144837486,0.0,0.0,122.1,58.12,110.08258774948384
3084,2016,December,December,2.2,1.0859375,182.31500000000003,1.0,0.0,0.0,0.0,52.64,-100.0
3087,2016,December,February,1.0,0.0,8.33,1.0,0.0,0.0,0.0,0.0,0.0
3100,2016,December,November,1.8,1.0588235294117647,80.06333333333332,0.11141728667217783,0.0,0.0,75.33,0.0,100.0
3121,2016,December,December,5.0,0.0,184.705,0.0,0.0,0.0,0.0,369.41,-100.0
3129,2016,December,December,1.2222222222222223,1.392857142857143,93.863,0.17555740779329027,0.0,0.0,107.79,56.98,89.1716391716392
3183,2016,December,December,2.25,1.2368421052631577,463.686,0.06616051313495973,0.0,0.0,535.56,543.98,-1.5478510239347167
3207,2016,December,December,0.0,0.0,86.61,0.0,0.0,0.0,0.0,86.61,-100.0
3227,2016,December,December,3.0,1.107142857142857,366.905,0.9116668741884417,0.0,0.0,35.88,83.0,-56.7710843373494
3235,2016,December,December,1.8,1.1323529411764706,115.18833333333333,1.0,0.0,0.0,0.0,201.51,-100.0
3290,2016,December,November,0.0,0.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,2016,December,November,5.0,0.0,65.86,0.0,0.0,0.0,0.0,0.0,0.0
3315,2016,December,April,3.0,0.0,124.75,1.0,0.0,0.0,0.0,0.0,0.0
3318,2016,December,November,7.0,0.0,186.255,1.0,0.0,0.0,0.0,0.0,0.0
3353,2016,December,December,2.3333333333333335,1.4375000000000002,224.335,0.23262989572306925,0.0,0.0,247.46,454.72,-45.57969739619986
3358,2016,December,October,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3366,2016,December,June,4.0,0.0,55.36,0.0,0.0,0.0,0.0,0.0,0.0
3367,2016,December,December,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,2016,December,June,3.0,0.0,83.455,1.0,0.0,0.0,0.0,0.0,0.0
3409,2016,December,November,3.3333333333333335,1.0357142857142858,197.785,0.0,0.0,0.0,204.85,0.0,100.0
3439,2016,December,May,1.3333333333333333,0.0,86.85249999999999,1.0,0.0,0.0,0.0,0.0,0.0
3466,2016,December,April,0.0,0.0,59.16,0.0,0.0,0.0,0.0,0.0,0.0
3515,2016,December,January,0.0,0.0,96.9,0.0,0.0,0.0,0.0,0.0,0.0
3531,2016,December,December,1.375,1.3666666666666667,589.161111111111,0.30077164062992784,0.0,0.0,563.01,2415.29,-76.68975568151237
3576,2016,December,September,1.0,0.0,471.42499999999995,0.0,0.0,0.0,0.0,0.0,0.0
3578,2016,December,December,2.0,1.0833333333333335,119.30499999999999,0.0,0.0,0.0,129.25,26.14,394.4529456771232
3612,2016,December,September,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3619,2016,December,July,0.0,0.0,72.13,0.0,0.0,0.0,0.0,0.0,0.0
3625,2016,December,October,2.6666666666666665,1.0714285714285714,132.20000000000002,0.0,0.0,0.0,141.64,0.0,100.0
3649,2016,December,August,0.0,0.0,158.29,0.0,0.0,0.0,0.0,0.0,0.0
3655,2016,December,August,0.0,0.0,175.45,0.0,0.0,0.0,0.0,0.0,0.0
3664,2016,December,August,0.0,0.0,38.34,0.0,0.0,0.0,0.0,0.0,0.0
3692,2016,December,December,4.5,1.0918367346938775,0.7866666666666666,0.0,0.0,0.0,0.86,0.0,100.0
3711,2016,December,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3738,2016,December,December,1.5714285714285714,1.2115384615384617,50.33125000000001,0.5175671685857691,0.0,0.0,29.42,52.59,-44.05780566647652
3759,2016,December,December,1.375,1.0873015873015872,40.46555555555556,0.16353404614518852,0.0,0.0,36.8,0.0,100.0
3791,2016,December,December,0.0,0.0,339.43,0.0,0.0,0.0,0.0,339.43,-100.0
3800,2016,December,September,4.0,1.027777777777778,35.97666666666667,0.693552465233881,0.0,0.0,11.33,0.0,100.0
3832,2016,December,July,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
3858,2016,December,September,4.0,1.25,197.28666666666663,1.0,0.0,0.0,0.0,0.0,0.0
3875,2016,December,October,9.0,0.0,178.36,1.0,0.0,0.0,0.0,0.0,0.0
3889,2016,December,August,3.5,0.9800000000000001,33.086666666666666,0.0,0.0,0.0,32.42,0.0,100.0
3968,2016,December,September,1.0,0.0,188.47000000000003,1.0,0.0,0.0,0.0,0.0,0.0
3977,2016,December,December,1.75,1.3181818181818181,122.78400000000002,0.27183958631312577,0.0,0.0,117.85,28.07,319.84324902030636
4028,2016,December,February,1.0,0.0,12.425,0.0,0.0,0.0,0.0,0.0,0.0
4043,2016,December,December,2.5,1.25,61.342,0.0,0.0,0.0,76.68,13.5,468.00000000000006
4094,2016,December,September,1.0,0.0,38.275,0.0,0.0,0.0,0.0,0.0,0.0
4160,2016,December,April,3.0,0.0,48.065,0.0,0.0,0.0,0.0,0.0,0.0
4161,2016,December,September,1.6666666666666667,0.0,51.962500000000006,1.0,0.0,0.0,0.0,0.0,0.0
4187,2016,December,June,5.0,0.0,201.01,1.0,0.0,0.0,0.0,0.0,0.0
4206,2016,December,December,8.0,0.0,63.01,-0.41451378809869377,0.0,0.0,0.0,97.46,-100.0
4209,2016,December,November,1.4285714285714286,1.0576923076923077,128.8075,0.31088633319477155,0.0,0.0,93.88,0.0,100.0
4240,2016,December,November,1.1428571428571428,1.0833333333333333,327.65624999999994,0.008469360702923801,0.0,0.0,351.95,0.0,100.0
4303,2016,December,December,2.0,0.0,18.529999999999998,0.20926691320426363,0.0,0.0,0.0,0.0,0.0
4329,2016,December,December,0.0,0.0,106.41,0.0,0.0,0.0,0.0,106.41,-100.0
4368,2016,December,May,2.0,0.0,251.82,0.0,0.0,0.0,0.0,0.0,0.0
4370,2016,December,November,1.0,0.0,518.0554545454544,0.07671764594222202,0.0,0.0,0.0,0.0,0.0
4403,2016,December,October,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,2016,December,December,1.0,0.0,334.07666666666665,1.0,0.0,0.0,0.0,0.0,0.0
4428,2016,December,December,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4505,2016,December,October,4.5,1.277777777777778,136.53333333333333,1.0,0.0,0.0,0.0,0.0,0.0
4511,2016,December,July,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4513,2016,December,November,2.5,1.0833333333333333,313.438,0.1108274676976967,0.0,0.0,301.93,0.0,100.0
4515,2016,December,August,2.3333333333333335,0.8214285714285715,41.475,1.0,0.0,0.0,0.0,0.0,0.0
4517,2016,December,November,1.2857142857142858,1.0999999999999999,33.027499999999996,0.0,0.0,0.0,36.33,0.0,100.0
4557,2016,December,October,3.0,0.0,146.6,1.0,0.0,0.0,0.0,0.0,0.0
4574,2016,December,December,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4589,2016,December,December,0.0,0.0,16.5,0.0,0.0,0.0,0.0,16.5,-100.0
4608,2016,December,August,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4618,2016,December,December,1.4,1.5833333333333333,38.425000000000004,0.13804761233976615,0.0,0.0,52.44,74.87,-29.9585948978229
4632,2016,December,October,0.0,0.0,120.39,0.0,0.0,0.0,0.0,0.0,0.0
4673,2016,December,June,0.0,0.0,255.43,0.0,0.0,0.0,0.0,0.0,0.0
4689,2016,December,November,4.0,1.0833333333333335,14.143333333333333,0.0,0.0,0.0,15.32,0.0,100.0
4695,2016,December,November,0.0,0.0,107.3,0.0,0.0,0.0,0.0,0.0,0.0
4705,2016,December,October,4.5,0.0,81.55666666666667,0.0,0.0,0.0,0.0,0.0,0.0
4734,2016,December,November,1.0,0.0,122.72999999999999,0.0,0.0,0.0,0.0,0.0,0.0
4813,2016,December,August,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4825,2016,December,August,0.0,0.0,57.34,0.0,0.0,0.0,0.0,0.0,0.0
5089,2016,December,April,1.5,0.0,5.913333333333333,0.0,0.0,0.0,0.0,0.0,0.0
5092,2016,December,December,8.0,0.0,500.3,-0.17324254494563462,0.0,0.0,0.0,871.86,-100.0
5095,2016,December,December,0.0,0.0,141.93,0.0,0.0,0.0,0.0,141.93,-100.0
5178,2016,December,December,1.0,0.0,118.30416666666667,0.0,0.0,0.0,0.0,51.18,-100.0
5200,2016,December,July,3.0,0.0,365.58500000000004,1.0,0.0,0.0,0.0,0.0,0.0
5238,2016,December,February,1.0,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0
5242,2016,December,February,1.0,0.0,70.635,0.0,0.0,0.0,0.0,0.0,0.0
5285,2016,December,April,2.0,0.0,55.93,1.0,0.0,0.0,0.0,0.0,0.0
5324,2016,December,October,9.0,0.0,183.05,0.0,0.0,0.0,0.0,0.0,0.0
5326,2016,December,October,0.0,0.0,667.68,0.0,0.0,0.0,0.0,0.0,0.0
5353,2016,December,November,1.3333333333333333,1.2499999999999998,80.78999999999999,0.0,0.0,0.0,100.99,0.0,100.0
5400,2016,December,May,1.5,0.0,244.64666666666668,1.0,0.0,0.0,0.0,0.0,0.0
5433,2016,December,October,2.6666666666666665,1.0714285714285714,61.39750000000001,0.0,0.0,0.0,65.78,0.0,100.0
5500,2016,December,September,1.6,0.4166666666666667,323.91833333333335,0.05184201237297267,0.0,0.0,127.97,0.0,100.0
5513,2016,December,December,1.1,1.6111111111111114,511.27272727272725,0.06067389640121762,0.0,0.0,773.74,2821.16,-72.57369309078535
5529,2016,December,November,1.0,0.0,84.355,0.0,0.0,0.0,0.0,0.0,0.0
5560,2016,December,April,1.0,0.0,234.08249999999998,1.0,0.0,0.0,0.0,0.0,0.0
5563,2016,December,November,1.2857142857142858,1.0999999999999999,90.83749999999999,0.29919117913749954,0.0,0.0,70.03,0.0,100.0
5574,2016,December,November,2.6666666666666665,1.1785714285714286,158.1725,0.0,0.0,0.0,186.42,0.0,100.0
5608,2016,December,April,0.0,0.0,84.88,0.0,0.0,0.0,0.0,0.0,0.0
5614,2016,December,December,1.4285714285714286,1.1923076923076925,143.2525,0.4900181488203267,0.0,0.0,87.11,280.95,-68.99448300409325
5615,2016,December,April,2.0,0.0,19.715,0.0,0.0,0.0,0.0,0.0,0.0
5649,2016,December,December,2.6666666666666665,1.2857142857142858,458.04499999999996,0.668467392926429,0.0,0.0,195.24,8.85,2106.1016949152545
5753,2016,December,May,1.0,0.0,154.785,0.0,0.0,0.0,0.0,0.0,0.0
5755,2016,December,October,5.0,0.0,73.43,0.0,0.0,0.0,0.0,0.0,0.0
5764,2016,December,October,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5771,2016,December,December,1.375,1.1774193548387095,54.36333333333332,0.006554848660111884,0.0,0.0,63.59,82.64,-23.05179090029041
5772,2016,December,March,1.0,0.0,927.3050000000001,1.0,0.0,0.0,0.0,0.0,0.0
5818,2016,December,December,1.1,1.6111111111111114,40.620909090909095,0.0,0.0,0.0,65.44,100.38,-34.807730623630206
5820,2016,December,December,1.375,1.0873015873015872,43.75222222222221,5.798782255726303E-4,0.0,0.0,47.54,51.77,-8.170755263666223
5821,2016,December,August,0.0,0.0,141.86,0.0,0.0,0.0,0.0,0.0,0.0
5826,2016,December,September,1.6,0.4166666666666667,152.23499999999999,0.0,0.0,0.0,63.43,0.0,100.0
5877,2016,December,May,1.5,0.0,30.30333333333333,1.0,0.0,0.0,0.0,0.0,0.0
5916,2016,December,December,1.2857142857142858,1.45,96.07750000000001,0.12630922693266836,0.0,0.0,121.72,28.35,329.347442680776
5959,2016,December,June,1.0,0.0,9.795,0.0,0.0,0.0,0.0,0.0,0.0
5962,2016,December,December,1.5,1.25,136.606,0.0,0.0,0.0,170.76,152.12,12.253484091506696
5971,2016,December,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5976,2016,December,November,2.5,1.0441176470588236,71.762,0.0,0.0,0.0,74.93,0.0,100.0
5984,2016,December,November,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5995,2016,December,April,0.0,0.0,534.97,0.0,0.0,0.0,0.0,0.0,0.0
5996,2016,December,November,10.0,0.0,103.37,0.0,0.0,0.0,0.0,0.0,0.0
5998,2016,December,November,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6022,2016,December,April,1.0,0.0,293.545,0.0,0.0,0.0,0.0,0.0,0.0
6056,2016,December,September,3.5,1.0555555555555556,193.65666666666667,0.0,0.0,0.0,204.42,0.0,100.0
6089,2016,December,June,5.0,0.0,165.59500000000003,1.0,0.0,0.0,0.0,0.0,0.0
6128,2016,December,December,6.0,0.0,131.71,0.0,0.0,0.0,0.0,0.0,0.0
6135,2016,December,December,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6139,2016,December,October,1.3333333333333333,0.49999999999999994,116.035,0.2949589207830409,0.0,0.0,40.9,0.0,100.0
6141,2016,December,December,6.0,0.0,21.02,0.0,0.0,0.0,0.0,0.0,0.0
6154,2016,December,December,0.0,0.0,93.84,0.0,0.0,0.0,0.0,93.84,-100.0
6172,2016,December,December,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6197,2016,December,September,1.6,0.7812500000000001,42.59166666666667,0.18872320596458528,0.0,0.0,27.0,0.0,100.0
6231,2016,December,March,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6254,2016,December,May,1.0,0.0,136.696,0.0,0.0,0.0,0.0,0.0,0.0
6283,2016,December,December,3.0,1.25,311.9625,0.3593610863757791,0.0,0.0,249.82,270.85,-7.764445264906786
6291,2016,December,May,4.0,0.0,182.385,0.0,0.0,0.0,0.0,0.0,0.0
6314,2016,December,December,1.1666666666666667,1.7000000000000002,285.2357142857143,0.003296641446019508,0.0,0.0,483.3,49.64,873.6099919419823
6322,2016,December,December,0.0,0.0,477.19,0.0,0.0,0.0,0.0,477.19,-100.0
6324,2016,December,December,3.0,1.107142857142857,152.525,0.14969019780675602,0.0,0.0,143.59,385.73,-62.77447955824022
6332,2016,December,December,2.75,1.107843137254902,126.31599999999999,0.1713954631645481,0.0,0.0,115.95,0.0,100.0
6339,2016,December,December,0.0,0.0,470.81,0.0,0.0,0.0,0.0,470.81,-100.0
6350,2016,December,December,1.0,0.0,280.185,0.020115928420520415,0.0,0.0,0.0,611.0799999999999,-100.0
6357,2016,December,December,1.0,0.0,151.17999999999998,0.6640061991476172,0.0,0.0,0.0,79.6,-100.0
6371,2016,December,December,1.0,0.0,123.01083333333334,0.18334520272095484,0.0,0.0,0.0,54.29,-100.0
6425,2016,December,December,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6429,2016,December,December,2.0,1.5,127.465,1.0,0.0,0.0,0.0,126.0,-100.0
6435,2016,December,December,3.6666666666666665,1.171875,462.7575,0.31718066199584966,0.0,0.0,370.29,307.85999999999996,20.27869810953033
6446,2016,December,December,5.5,1.1122448979591837,22.036666666666665,1.0,0.0,0.0,0.0,12.3,-100.0
6447,2016,December,December,0.0,0.0,11.4,0.0,0.0,0.0,0.0,11.4,-100.0
6494,2016,December,April,1.0,0.0,39.81,1.0,0.0,0.0,0.0,0.0,0.0
6499,2016,December,July,3.0,0.0,415.0233333333333,0.0,0.0,0.0,0.0,0.0,0.0
6503,2016,December,May,0.0,0.0,14.97,0.0,0.0,0.0,0.0,0.0,0.0
6527,2016,December,December,3.0,1.25,58.99,0.150306266687608,0.0,0.0,62.65,16.24,285.7758620689655
6560,2016,December,December,4.5,1.0918367346938775,90.63666666666667,0.17878354359041054,0.0,0.0,81.27,0.0,100.0
6608,2016,December,December,1.5,1.2142857142857142,434.09000000000003,1.0,0.0,0.0,0.0,12.77,-100.0
6639,2016,December,December,1.2222222222222223,1.392857142857143,241.365,0.9339188110299084,0.0,0.0,22.22,407.05,-94.54121115342097
6645,2016,December,May,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6659,2016,December,December,1.75,1.3181818181818181,337.922,0.11013749376647416,0.0,0.0,396.38,294.9,34.411664971176684
6672,2016,December,July,1.0,0.0,668.9816666666667,0.0,0.0,0.0,0.0,0.0,0.0
6673,2016,December,December,1.375,1.3666666666666667,129.81333333333333,1.0,0.0,0.0,0.0,299.24,-100.0
6677,2016,December,December,2.5,1.25,138.706,1.0,0.0,0.0,0.0,140.9,-100.0
6705,2016,December,December,2.6666666666666665,1.4999999999999998,130.7125,0.0,0.0,0.0,196.07,252.43,-22.326981737511396
6727,2016,December,December,1.1428571428571428,1.6666666666666665,138.50625,0.1728264896133132,0.0,0.0,190.95,369.01,-48.25343486626379
6732,2016,December,September,1.4,0.33333333333333326,31.5,1.0,0.0,0.0,0.0,0.0,0.0
6734,2016,December,September,1.75,0.9074074074074074,132.676,0.0,0.0,0.0,120.39,0.0,100.0
6764,2016,December,August,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6793,2016,December,June,0.0,0.0,73.57,0.0,0.0,0.0,0.0,0.0,0.0
6861,2016,December,May,1.3333333333333333,0.0,56.442499999999995,0.0,0.0,0.0,0.0,0.0,0.0
